ImageID,ImageURL,accuracy,label
55693f4b-45ad-49dc-b321-926491fe7748,s3://dic-2024s/55693f4b-45ad-49dc-b321-926491fe7748,0.9235486,hot dog
7ee98cc7-fdb6-49ef-a1cd-b8606b30a6d5,s3://dic-2024s/7ee98cc7-fdb6-49ef-a1cd-b8606b30a6d5,,
ebfcc177-6ffb-40e3-8f75-994efe460303,s3://dic-2024s/ebfcc177-6ffb-40e3-8f75-994efe460303,0.90445364,tennis racket
ebfcc177-6ffb-40e3-8f75-994efe460303,s3://dic-2024s/ebfcc177-6ffb-40e3-8f75-994efe460303,0.68012327,person
ebfcc177-6ffb-40e3-8f75-994efe460303,s3://dic-2024s/ebfcc177-6ffb-40e3-8f75-994efe460303,0.6186282,person
ebfcc177-6ffb-40e3-8f75-994efe460303,s3://dic-2024s/ebfcc177-6ffb-40e3-8f75-994efe460303,0.7885273,person
ebfcc177-6ffb-40e3-8f75-994efe460303,s3://dic-2024s/ebfcc177-6ffb-40e3-8f75-994efe460303,0.95451,tennis racket
5583e59b-6649-4585-babb-fce5e2a2c20e,s3://dic-2024s/5583e59b-6649-4585-babb-fce5e2a2c20e,,
56670eab-01a4-43a6-86ed-b7a8161cc963,s3://dic-2024s/56670eab-01a4-43a6-86ed-b7a8161cc963,,
38b3bdac-3ab6-400f-9759-21c9abfe25f6,s3://dic-2024s/38b3bdac-3ab6-400f-9759-21c9abfe25f6,0.72647965,person
38b3bdac-3ab6-400f-9759-21c9abfe25f6,s3://dic-2024s/38b3bdac-3ab6-400f-9759-21c9abfe25f6,0.55355513,person
e5eef9de-efc3-45d4-b82d-ac68513549d6,s3://dic-2024s/e5eef9de-efc3-45d4-b82d-ac68513549d6,0.81984204,chair
e5eef9de-efc3-45d4-b82d-ac68513549d6,s3://dic-2024s/e5eef9de-efc3-45d4-b82d-ac68513549d6,0.8307251,chair
e5eef9de-efc3-45d4-b82d-ac68513549d6,s3://dic-2024s/e5eef9de-efc3-45d4-b82d-ac68513549d6,0.5170284,chair
e5eef9de-efc3-45d4-b82d-ac68513549d6,s3://dic-2024s/e5eef9de-efc3-45d4-b82d-ac68513549d6,0.61792004,chair
e5eef9de-efc3-45d4-b82d-ac68513549d6,s3://dic-2024s/e5eef9de-efc3-45d4-b82d-ac68513549d6,0.8325951,chair
bd386acb-a020-4dbc-93b0-a1aba1d20c4e,s3://dic-2024s/bd386acb-a020-4dbc-93b0-a1aba1d20c4e,0.71975195,chair
bd386acb-a020-4dbc-93b0-a1aba1d20c4e,s3://dic-2024s/bd386acb-a020-4dbc-93b0-a1aba1d20c4e,0.55541396,toilet
bd386acb-a020-4dbc-93b0-a1aba1d20c4e,s3://dic-2024s/bd386acb-a020-4dbc-93b0-a1aba1d20c4e,0.63725066,chair
98a1e528-9d3a-4426-83fe-3dfcce496390,s3://dic-2024s/98a1e528-9d3a-4426-83fe-3dfcce496390,0.6387632,backpack
98a1e528-9d3a-4426-83fe-3dfcce496390,s3://dic-2024s/98a1e528-9d3a-4426-83fe-3dfcce496390,0.5220976,person
3ce41b7b-da09-4d29-954e-f14030913738,s3://dic-2024s/3ce41b7b-da09-4d29-954e-f14030913738,,
47d3d5b2-ce97-41b8-b30f-79e111e3592a,s3://dic-2024s/47d3d5b2-ce97-41b8-b30f-79e111e3592a,,
62b357a4-a1d5-47cd-803b-6ded5d004e9a,s3://dic-2024s/62b357a4-a1d5-47cd-803b-6ded5d004e9a,,
